Department,Search Term,Search Frequency Rank,#1 Clicked ASIN,#1 Product Title,#1 Click Share,#1 Conversion Share,#2 Clicked ASIN,#2 Product Title,#2 Click Share,#2 Conversion Share,#3 Clicked ASIN,#3 Product Title,#3 Click Share,#3 Conversion Share
Amazon.com,shorts for women,185,B0B6D8QH4G,Levi's Women's 501 Original Shorts,8.21%,6.25%,B0953TZT3H,QGGQDD 3 Pack High Waisted Biker Shorts for Women – 5 Buttery Soft Black Workout Yoga Athletic Shorts,2.94%,1.55%,B096QJF1VY,luogongzi 2 in 1 Flowy Running Shorts for Women Gym Yoga Athletic Womens Workout Biker Spandex Lounge Sweat Skirt Summer,2.34%,0.39%
Amazon.com,curtain rods,186,B09CPH4VKR,"Curtain Rods for Windows 30 to 46 Inch, 1 Inch Black Curtain Rod Set, Stainless Steel Heavy Duty Drapery Rods with Adjustable Brackets for Room Divider, Bedroom, Living room, Kitchen, Bathroom, Black",6.90%,7.86%,B0767YWFJD,"Kenney Davenport 1/2 Petite Café Decorative Window Curtain Rod, 28-48, White",6.12%,6.27%,B09QPMRGXG,"Standard Decorative Window Curtain Rods 30 to 45 Inch,5/8 Inch Diameter Small Curtain Rod Set, Heavy Duty Drapery Rods with Brackets-Black",6.10%,6.71%
Amazon.com,playstation 5,187,B09DFCB66S,PlayStation 5 Console,57.09%,24.78%,B0B16656Z2,PS5 Console- Horizon Forbidden West Bundle,27.86%,36.14%,B0B9R4DHQ9,"2021 Newest PS4 Gaming Console Edition, 16GB GDDR6 RAM, 825GB SSD + One Wireless Controller + w/MarxsolController Charging Dock",0.62%,1.62%
Amazon.com,backpacks,188,B06XZTZ7GB,"Matein Travel Laptop Backpack, Business Anti Theft Slim Durable Laptops Backpack with USB Charging Port, Water Resistant College School Computer Bag Gifts for Men & Women Fits 15.6 Inch Notebook, Grey",5.87%,9.12%,B0B6FL1T6M,Simple Backpack Backpack for Women Waterproof School Backpack Casual Backpack Travel Daypack Cute Laptop Backpack Nylon,3.07%,3.04%,B071JNKK11,"Lightweight Backpack for School, VASCHY Classic Basic Water Resistant Casual Daypack for Travel with Bottle Side Pockets (Black)",2.99%,5.26%
Amazon.com,hangers,189,B07RDM27M9,"Plastic Clothes Hangers (20, 40, & 60 Packs) Heavy Duty Durable Coat and Clothes Hangers | Vibrant Color Hangers | Lightweight Space Saving Laundry Hangers (20 Pack - Black)",15.59%,14.88%,B00FXNAAW2,"Amazon Basics Slim, Velvet, Non-Slip Suit Clothes Hangers, Black/Silver - Pack of 50",12.16%,13.89%,B07FP199PF,"Sharpty Plastic Clothing Notched Hangers Ideal for Everyday Standard Use, (White, 20 Pack)",11.67%,12.16%
Amazon.com,nike socks,190,B07FKDZPZW,"Nike Everyday Cushion Crew Training Socks, Unisex Nike Socks with Sweat-Wicking Technology and Impact Cushioning (3 Pair), White/Black, Medium",27.43%,25.40%,B096WXNRJW,Nike unisex-adult Unisex Nike Everyday Cushion Crew 3 Pair,7.88%,5.58%,B06Y4CJVQY,NIKE Performance Cushion Crew Socks with Band (6 Pairs),7.65%,7.44%
Amazon.com,samsung galaxy s22 ultra case,191,B09N3JLG44,"SPIDERCASE for Samsung Galaxy S22 Ultra Case, Waterproof Built-in Screen Protector Full Protection Heavy Duty Shockproof Anti-Scratched Rugged Case for Galaxy S22 Ultra 5G 6.8'' 2022 (Black)",9.80%,11.57%,B09N9R4F9N,OTTERBOX Commuter Series Case for Galaxy S22 Ultra - Black,7.98%,6.57%,B09MT25G3N,"???????? Humixx Crystal Clear Samsung Galaxy S22 Ultra Case, [20X Anti-Yellowing] [Military Grade Shockproof] Soft Slim Fit Transparent TPU Back, Protective Case for Galaxy S22 Ultra 5G 6.8",6.98%,8.36%
Amazon.com,kitchen organization,192,B09XH22F26,"GODDSEVOES Under Sink Organizers and Storage Pull Out Sliding Drawers,2 Tier Under-Sink Organizers with Sliding Drawer 4 Hook 1 Cup, Black Under Sliding Cabinet Basket Organizer for Bathroom/Kitchen",10.98%,12.53%,B08DY9HRWD,"Pots and Pans Organizer for Cabinet, ORDORA 8 Tier Pot Rack with 3 DIY Methods, Adjustable Pan Organizer Rack for Cabinet, Pot Organizer for Kitchen Organization & Storage, Pot Lid Organizer",8.22%,6.91%,B08ZK5WDWN,"Airtight Food Storage Containers with Lids, Vtopmart 24 pcs Plastic Kitchen and Pantry Organization Canisters for Cereal, Dry Food, Flour and Sugar, BPA Free, Includes 24 Labels",4.69%,5.56%
Amazon.com,hello kitty,193,B0973H5KTK,"Squishmallows Hello Kitty Pink Bow & Shorts 14-Inch Plush - Sanrio Ultrasoft Stuffed Animal Large Plush Toy, Official Kellytoy Plush",10.40%,8.51%,B08HW26WVC,Jada 1:24 Diecast 2002 Nissan Skyline with Hello Kitty Figure,5.27%,2.19%,B09J1YCBV9,"GUND Hello Kitty x Pusheen Stuffed Animal Hello Kitty Costume Plush, 9.5”",3.99%,3.12%
Amazon.com,solar outdoor lights,194,B075NS8YXG,"Brightech Ambience Pro Solar Powered Outdoor String Lights, Commercial Grade Waterproof Patio Lights, 27 Ft Edison Bulbs, Shatterproof LED Solar String Lights for Outdoors - 1W LED, Soft White Light",7.73%,7.59%,B07NQ4L1SB,"Aootek New Solar Lights 120 LEDs with Lights Reflector,270° Wide Angle, IP65 Waterproof, Easy-to-Install Security Lights for Front Door, Yard, Garage, Deck (4 Pack)",6.03%,7.87%,B09Q8W8VXS,"Solar Outdoor Lights 12 Pack, Solar Garden Lights Solar Powered Waterproof Landscape Path Lights Stainless Steel LED Outdoor Lights Solar for Walkway Yard Backyard Lawn Patio Driveway Decorative",3.37%,4.47%
Amazon.com,cat food,195,B000R4H2MI,"Purina ONE Natural Dry Cat Food, Tender Selects Blend With Real Salmon - 7 lb. Bag",5.13%,5.59%,B01LZSZ8JF,"Meow Mix Original Choice Dry Cat Food, 22 Pounds",4.67%,4.82%,B075JNLTZD,"Purina ONE Natural Dry Cat Food, Tender Selects Blend With Real Salmon - 22 lb. Bag",4.30%,4.01%
Amazon.com,storage bins,196,B0711RQMNF,"Amazon Basics Collapsible Fabric Storage Cubes Organizer with Handles, Beige - Pack of 6",8.24%,8.55%,B085ZV98JM,"Large Storage Bags, 6 Pack Clothes Storage Bins Foldable Closet Organizers Storage Containers with Durable Handles Thick Fabric for Blanket Comforter Clothing Bedding 90L (Gray)",3.89%,5.98%,B09MQFRZHC,"[ 8 Pack ] Plastic Storage Baskets - Small Pantry Organization and Storage Bins - Household Organizers for Laundry Room, Bathrooms, Bedrooms, Kitchens, Cabinets, Countertop, Under Sink or On Shelves",3.89%,3.67%
Amazon.com,camping accessories,197,B016HM7QRE,Odoland Portable LED Camping Lantern with Ceiling Fan - Hurricane Emergency,5.20%,6.31%,B09YDD5ZNV,"Double Camping Sleeping Pad, Inflatable Camping Pad Foot Press Ultralight 2 Person Camping Mat with Pillow for Camping Hiking Traveling Backpacking Tent",4.56%,2.28%,B08G1KB88B,"MARBERO 88Wh Portable Power Station 24000mAh Camping Solar Generator(Solar Panel Not Included) Lithium Battery Power 110V/80W AC, DC, USB QC3.0, LED Flashlight for CPAP Home Camping Emergency Backup",3.57%,1.65%
Amazon.com,bento box,198,B081P4LF73,"Bentgo Classic - All-in-One Stackable Bento Lunch Box Container - Modern Bento-Style Design Includes 2 Stackable Containers, Built-in Plastic Utensil Set, and Nylon Sealing Strap (Blush Marble)",7.13%,8.59%,B00B78T8U2,"Bentgo Classic - All-in-One Stackable Bento Lunch Box Container - Modern Bento-Style Design Includes 2 Stackable Containers, Built-in Plastic Utensil Set, and Nylon Sealing Strap (Blue)",5.07%,5.88%,B09P85QXZL,"Bento Box,Bento Box Adult Lunch Box, Lunch Box Containers for Toddler/Kids/Adults, 1300ml-4 Compartments&Fork, Leak-Proof, Microwave/Dishwasher/Freezer Safe, Bpa-Free(Green)",4.50%,5.50%
Amazon.com,sexy lingerie for women,199,B08KZZD45R,RSLOVE Women's Sexy Mesh Lingerie Sparkle Fishnet Bodysuit Babydoll One Piece Fishnet Teddy Black,6.06%,5.31%,B07ZCW8F7L,ADOME Women Schoolgirl Lingerie Roleplay Lingerie Set Sexy Student Costumes,4.70%,4.69%,B0B5Z81NPW,Lingerie for Women Sexy Bodysuits Lace Teddy Corset Lingerie Women's Leather Lace Chemise Sexy Halter Mesh Lingerie Babydoll,4.32%,3.30%
Amazon.com,peel and stick wallpaper,200,B08LNFTY19,HaokHome 93042 Peel and Stick Wallpaper Green/White Eucalyptus Leaf Floral Wall Mural Home Nursery Boho Decor 17.7in x 9.8ft,3.97%,4.12%,B09P63ZS44,HaokHome 93191 Vintage Peel and Stick Floral Wallpaper Removable Large Peony Black/Orange/Pink Vinyl Self Adhesive Mural 17.7in x 9.8ft,2.99%,2.63%,B089Y8LSS4,HaokHome 93027 Watercolor Forest Peel and Stick Wallpaper Removable White/Pink/Navy/Yellow Floral Vinyl Self Adhesive Shelf Liner 17.7in x 9.8ft,2.86%,2.06%
Amazon.com,shelves,201,B08NSFV92Z,"YGEOMER Floating Shelves, Set of 4 Rustic Wood Shelves, Wall Mounted Shelf for Wall, Bedroom, Living Room, Bathroom and Plants (Carbonized Black)",11.95%,17.51%,B082CS6JVK,"AMADA HOMEFURNISHING Floating Shelves Wall Mounted Set of 3, Rustic Wood Wall Shelves for Bedroom, Bathroom, Living Room, Kitchen, Laundry Room Storage & Decoration, Gray",4.16%,8.50%,B09CPVSQY2,"AMADA HOMEFURNISHING Floating Shelves Wall Mounted Set of 3, Rustic Wood Wall Shelves for Bedroom/Bathroom/Living Room/Kitchen/Laundry Room Storage & Decoration, Black",3.25%,5.08%
Amazon.com,white dress,202,B083SCFSG2,BEAGIMEG Women's Sexy Tank Top Bodycon Ruched Sleeveless Basic Midi Party Dress,1.77%,1.04%,B09LHJQV1K,"Square Neck Mini Dress for Women Puff Sleeve Tie Back Aline Dress with Elastic Waist (Small, White)",1.64%,1.70%,B08R3DLB18,SheIn Women's Short Puff Sleeve Ruched Mini A Line Dress Ruffle Tie Front Square Neck Short Dresses,1.37%,0.19%
Amazon.com,bedroom decor,203,B07R9Q55G3,CEWOR 14 Pack 98 Feet Fake Ivy Leaves Artificial Ivy Garland Greenery Garlands Hanging Plant Vine for Wedding Wall Party Room Astethic Stuff Decor,6.09%,8.19%,B08CVC1F7P,"5 Pieces Scandinavian Natural Decor Acrylic Wall Decorative Mirror Interior Design Wooden Moon Phase Mirror Bohemian Wall Decoration for Home Living Room Bedroom Decor - Acrylic,Not Real Mirror(Beige)",4.03%,5.96%,B0852WLH7M,"Ophanie Grey Rugs for Bedroom Dorm, Fluffy Fuzzy Soft Carpet, Plush Shaggy Bedside Area Rug, Indoor Floor Living Room Carpet for Kids Girls Boys Teen Home Decor Aesthetic, Nursery, 4 x 5.3 Feet Gray",2.95%,1.99%
Amazon.com,two piece outfits for women,204,B0B8819QHD,NRTHYE Women 2 Piece Striped Suits Long Sleeve Shirt Top & Casual Elastic Waist Shorts Set Outfits,3.32%,1.99%,B099WXDFV6,Romwe Women's 2 Piece Outfit Off The Shoulder Crop Top Wide Leg Pants Set,3.15%,4.23%,B0989RCN4V,SHESEEWORLD Women's Sexy Long Sleeve 2 Pieces Sheer Mesh Cover Up Dress Crop Top Bodycon Ruched Y2K Mini Skirt Sets,2.63%,1.62%
Amazon.com,fidget toys,205,B09C5Q7HRP,Fescuty Fidget Toys Pack Set Pop Fidgets Toy Sets Packs Fidget Toys Pack Stress Relief and Anti-Anxiety Tools Sensory Toys,13.23%,2.62%,B0973R7JMP,"(50 Pcs) Fidget Toys Pack Party Favors Kids, Sensory Toys Autism Autistic Children, Classroom Treasure Box Chest Prizes Pinata Stuffer Gifts Pop It Figet, Small Mini Bulk Toy Popit Figit Carnival ADHD",8.44%,8.46%,B07F6G3F1D,"Sensory Toys Set 50 Pack, Stress Relief Fidget Hand Toys for Adults and Kids, Sensory Fidget and Squeeze Widget for Relaxing Therapy - Perfect for ADHD Add Anxiety Autism",7.97%,12.81%
Amazon.com,chair,206,B07B7K7N3P,"Furmax Office Chair Mid Back Swivel Lumbar Support Desk Chair, Computer Ergonomic Mesh Chair with Armrest (Black)",10.26%,14.30%,B00FS3VJAO,"Home Office Chair Ergonomic Desk Chair Mesh Computer Chair with Lumbar Support Armrest Executive Rolling Swivel Adjustable Mid Back Task Chair for Women Adults, Black",6.60%,9.68%,B07KJYY9BD,"High-Back Gaming Chair PC Office Chair Computer Racing Chair PU Desk Task Chair Ergonomic Executive Swivel Rolling Chair with Lumbar Support for Back Pain Women, Men (White)",3.67%,3.26%
Amazon.com,cargo pants women,207,B09TFD5CLV,High Waist Baggy Cargo Jeans for Women Flap Pocket Relaxed Fit Straight Wide Leg Y2K Fashion Jeans,13.55%,5.19%,B0874RFMCF,AKARMY Womens Cargo Pants with Pockets Outdoor Casual Ripstop Camo Military Combat Construction Work Pants,7.82%,6.92%,B0B69F992K,"Pants for Women Work, Women's Low Rise Cargo Pants Casual Solid Harajuku Vintage Y2K Baggy Jogger",6.58%,4.18%
Amazon.com,mattress,208,B00Q7EPPDA,"Zinus 12 Inch Green Tea Memory Foam Mattress / CertiPUR-US Certified / Bed-in-a-Box / Pressure Relieving, Full",10.44%,12.39%,B01IU6RJYA,LINENSPA 8 Inch Memory Foam and Innerspring Hybrid Mattress – Twin Mattress – Bed in a Box – Medium Firm Mattress,4.21%,5.41%,B01N1X5K70,"ZINUS 10 Inch Green Tea Cooling Gel Memory Foam Mattress / Cooling Gel Foam / Pressure Relieving / CertiPUR-US Certified / Bed-in-a-Box, Full",4.08%,6.09%
Amazon.com,vacuum cleaner,209,B08MF9HQVX,"Eureka Lightweight Powerful Upright Vacuum Cleaner for Carpet and Hard Floor, PowerSpeed, New Model",11.62%,15.29%,B00JH98GR4,"Shark NV360 Navigator Lift-Away Deluxe Upright Vacuum with Large Dust Cup Capacity, HEPA Filter, Swivel Steering, Upholstery Tool & Crevice Tool, Blue",7.63%,7.27%,B09V5NPHP3,"BISSELL CleanView Compact Upright Vacuum, Fits in Dorm Rooms & Apartments, Lightweight with Powerful Suction and Removable Extension Wand, 3508",6.56%,8.11%
Amazon.com,airpod case,210,B082W7DL1R,"R-fun AirPods Case Cover , Soft Silicone Protective Cover with Keychain for Women Men Compatible with Apple AirPods 2nd 1st Generation Charging Case, Front LED Visible-Sky Blue",9.29%,13.61%,B07PYLKTD8,Apple Wireless Charging Case for AirPods,4.26%,4.03%,B07V6DDFBY,"R-fun AirPods Case Cover , Soft Silicone Protective Cover with Keychain for Women Men Compatible with Apple AirPods 2nd 1st Generation Charging Case, Front LED Visible-Black",3.69%,4.88%
Amazon.com,crocs mens,211,B08BZ64HHP,Crocs Unisex-Adult Classic Clogs (Best Sellers),30.98%,42.76%,B08W4F8MQ7,Crocs Unisex-Adult Crocband Clog,7.64%,6.59%,B0B6GJFJB4,Crocs Unisex-Adult Classic Clogs (Retired Colors),3.57%,2.03%
Amazon.com,purses for women,212,B072JGKMBD,Handbags for Women Shoulder Bags Tote Satchel Hobo 3pcs Purse Set Black,3.71%,5.39%,B09M7PD6DC,MKF Shoulder Bag for Women Set Handbag Wallet Purse - Top-Handle Tote - Removable Shoulder Strap Vegan Leather,2.73%,2.55%,B0878C6CPH,2E-youth Designer Purses And Handbags For Women Satchel Shoulder Bag Tote Bag For Work Clutch Purses (gezi6-black),2.39%,1.86%
Amazon.com,cat toys,213,B07FY82YPP,"31 PCS Cat Toys Kitten Toys Assortments,Variety Catnip Toy Set Including 2 Way Tunnel,Cat Feather Teaser,Catnip Fish,Mice,Colorful Balls and Bells for Cat,Puppy,Kitty",8.10%,8.44%,B07F45GGPT,"MeoHui Cat Toys for Indoor Cats, 2PCS Retractable Cat Wand Toy and 9PCS Cat Feather Toys Teaser Refills, Interactive Cat Toy Wand Kitten Toys to Play Chase Exercise",6.32%,9.56%,B001FK4744,"SmartyKat (3 Count) Skitter Critters Catnip Cat Toys - Gray/Cream, 3 Count",6.07%,9.25%
Amazon.com,standing desk,214,B07Q3TGL7M,"SHW 55-Inch Large Electric Height Adjustable Standing Desk, 55 x 28 Inches, Maple",8.37%,6.77%,B075JYG2TB,"VIVO 32 inch Desk Converter, Height Adjustable Riser, Sit to Stand Dual Monitor and Laptop Workstation with Wide Keyboard Tray, Black, DESK-V000K, 32",5.86%,8.05%,B09H7PPY7T,"BANTI Electric Standing Desk with Double Drawers, 55x24 Inches Adjustable Height Stand Up Desk, Sit Stand Home Office Desk with Storage Shelf, Rustic Brown Top/Black Frame",5.74%,3.61%
Amazon.com,birkenstock sandals women,215,B00BUQ4ADQ,"Birkenstock Unisex, Arizona Soft Footbed Sandal - Narrow Width",11.73%,6.93%,B001EJNMXS,"Birkenstock Women's, Mayari Sandal - Narrow Width",7.99%,6.67%,B004EIHD18,Birkenstock Women's Gizeh Birko-Flor Thong,4.58%,5.74%
Amazon.com,nose rings,216,B08JQC65V8,MODRSA 20g Nose Rings Studs L Shape Nose Screw Stainless Steel Nose Rings Hoop Diamond Heart Hypoallergenic Nostril Nose Piercing Jewelry for Women Men Silver Rose Gold Black Rainbow,4.88%,7.30%,B0B53B7W6H,"1 Pair Double Nose Hoop Ring for Single Piercing Nose Hoop, Spiral Nose Rings Hoop, Nostril Piercing Jewelry for Women Men",4.23%,4.19%,B07T6T75C8,ONESING 36 Pcs Nose Rings for Women Nose Piercings Jewelry Nose Studs 20G Nose Rings Hoop Screw Stainless Steel for Women Men,3.91%,5.08%
Amazon.com,makeup bag,217,B09QC6W1PD,Travel Makeup Bag Cosmetic Bag Makeup Bag Toiletry bag for women and girls (Green),11.00%,13.50%,B09TZM2VYX,Travel Makeup Bag Cosmetic Bag Makeup Bag Toiletry bag for women and girls (Blue),6.01%,6.81%,B072B94GXN,Relavel Travel Makeup Train Case Makeup Cosmetic Case Organizer Portable Artist Storage Bag with Adjustable Dividers for Cosmetics Makeup Brushes Toiletry Jewelry Digital Accessories Black,4.26%,3.76%
Amazon.com,bras for women,218,B09XFD75HR,Vanity Fair Women's Full Figure Beauty Back Smoothing Bra (36C-42H),9.97%,14.08%,B09L6NLX6J,Fruit of the Loom Women's T-Shirt Bra,8.37%,8.26%,B00JABZ0DW,"Bali One Smooth U Underwire Bra, Ultra Light Underwire T-Shirt Bra, Convertible Underwire Bra with Stay-in-Place Straps",5.55%,7.63%
Amazon.com,smart watch,219,B09W52WZKT,"Smart Watch(Call Receive/Dial), Full Touch Screen SmartWatch for Android and iOS Phones Compatible Fitness Tracker with Heart Rate,Sleep,Blood Oxygen,Step Counter for Men Women…",8.98%,8.50%,B08JRZS7K3,"Amazfit Bip U Pro Smart Watch with Alexa Built-In for Men Women, GPS Fitness Tracker with 60+ Sport Modes, Blood Oxygen Heart Rate Sleep Monitor, 5 ATM Waterproof, for iPhone Android Phone (Black)",4.82%,3.67%,B09JWF2STR,"TOZO S2 Smart Watch Alexa Built-in Fitness Tracker with Heart Rate and Blood Oxygen Monitor, Sleep Monitor 5ATM Waterproof 1.69-inch HD Color Touchscreen for Men Women Compatible with iPhone & Android",4.13%,5.90%
Amazon.com,laptop stand,220,B07D74DT3B,"Soundance Laptop Stand, Aluminum Computer Riser, Ergonomic Laptops Elevator for Desk, Metal Holder Compatible with 10 to 15.6 Inches Notebook Computer, Silver",11.32%,10.05%,B09C89MJB9,"LORYERGO Laptop Stand, Ergonomic Laptop Riser Laptop Mount for Desk, Notebook Stand Compatible with Most 10-15.6” Laptops, Silver",8.01%,9.52%,B0B1L6R9NN,"RIWUCT Foldable Laptop Stand, Height Adjustable Ergonomic Computer Stand for Desk, Ventilated Aluminium Portable Laptop Riser Holder Mount Compatible with MacBook Pro Air, All Notebooks 10-16",6.00%,8.21%
Amazon.com,yeti,221,B0842S56G8,"YETI Rambler 26 oz Bottle, Vacuum Insulated, Stainless Steel with Chug Cap, Black",4.99%,3.94%,B09RLW4YS2,"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Alpine Yellow",4.63%,5.39%,B07BMDSS3L,"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, White",4.25%,6.04%
Amazon.com,nail polish,222,B07GVQ7NT8,Nicole Miller Mini Nail Polish Set - 15 Glossy and Trendy Colors,6.55%,5.39%,B07GVPTBDM,Nicole Miller MINI Nail Polish Set / Floral Collection /15 Metallic and Trendy Colors,3.95%,2.46%,B005CHEISG,"Sally Hansen Hard as Nails Color, Heart of Stone, 0.45 Fluid Ounce",2.84%,5.90%
Amazon.com,anker,223,B09C5RG6KV,"Anker USB C Charger, 735 Charger (Nano II 65W), PPS 3-Port Fast Compact Foldable Wall Charger for MacBook Pro/Air, iPad Pro, Galaxy S20, Dell XPS 13, Note 20/10+, iPhone 13/Pro, Steam Deck, and More",29.01%,21.00%,B09SG31NPT,"Anker 727 Charging Station ( GaNPrime 100W ), Compact Power Strip for Travel and Work, 5ft Detachable Extension Cord with 2 Outlets and 4 USB Ports, for iPhone 13, Samsung, iPad, MacBook, and More.",8.42%,3.18%,B07QXV6N1B,"Anker Portable Charger, 313 Power Bank (PowerCore Slim 10K) 10000mAh Battery Pack with High-Speed PowerIQ Charging Technology and USB-C (Input Only) for iPhone, Samsung Galaxy, and More",8.00%,8.48%
Amazon.com,barbie,224,B083VKRMH9,"Barbie Stroll ‘n Play Pups Playset with Blonde Barbie Doll (11.5-Inch), 2 Puppies, Pet Stroller and Accessories, Gift for 3 to 7 Year Olds",5.74%,9.38%,B08HFKDWHP,"Barbie Doll (11.5-in Blonde) and Pet Boutique Playset with 4 Pets, Color-Change Grooming Feature and Accessories, Great Gift for 3 to 7 Year Olds",4.92%,6.87%,B09KTFNNZ1,"Barbie Cutie Reveal Doll with Bunny Plush Costume & 10 Surprises Including Mini Pet & Color Change, Gift for Kids 3 Years & Older",2.59%,2.04%
Amazon.com,iphone xr case,225,B09M6VBTVF,"Diverbox for iPhone Xr Case [Shockproof] [Dropproof] [Dust-Proof],Heavy Duty Protection Phone Case Cover for Apple iPhone XR (Black)",5.98%,7.56%,B0B14X6JBH,"SPIDERCASE for iPhone XR Case, [10 FT Military Grade Drop Protection] [Non-Slip] [2 pcs Tempered Glass Screen Protector] Shockproof Airbag Cushion Protective Case for iPhone XR 6.1” (Black)",3.84%,4.29%,B082X32VVY,"OTOFLY iPhone XR Case, [Military Grade Drop Protection] Premium Soft Liquid Silicone Rubber Full-Body Protective Bumper Case for iPhone XR 6.1 inch （Pine Green）",3.60%,4.85%
Amazon.com,crop tops for women,226,B097SPDNB3,ODODOS Women's Crop 3-Pack Washed Seamless Rib-Knit Camisole Crop Tank Top,6.71%,6.98%,B09VS9QJGD,EFAN Women's Summer Seamless Basic Crop Top Square Neck Double-Lined Blouse Trendy Cute Short Sleeve Baby Tee Shirt,2.00%,1.02%,B08HCNYYFJ,LYANER Women's Ruffle Short Sleeve Tie Up Back Crop Top Off Shoulder Bardot Blouse,1.99%,0.80%
Amazon.com,tablet,227,B096WKKK2K,"All-new Fire 7 tablet, 7” display, 16 GB, 30% faster processor, designed for entertainment, (2022 release), Black",26.48%,39.51%,B094Q89NKH,"SAMSUNG Galaxy Tab A7 Lite 8.7 32GB Android Tablet w/ Compact, Slim Design, Sturdy Metal Frame, Long Lasting Battery, Gray",6.61%,6.27%,B099WRBBBD,"Tablet 10 Inch Android 10 Tablets, 32GB ROM 512GB Expand，6000mah Battery, Quad-Core Processor 2GB RAM Tableta, 8MP Camera WiFi GPS FM 10.1'' IPS HD Touch Screen, ZZB 10IN Tabletas.",6.16%,7.07%
Amazon.com,mirror,228,B099N7C67T,"NeuType Full Length Mirror 43x16 Large Mirror Bedroom Locker Room Standing Hanging Mirror Dressing Mirror, Black(No Stand)",11.77%,5.21%,B0878QWX78,"Ruomeng Full Length Mirror Tiles - 12 Inch x 4Pcs Frameless Wall Mirror Set Make Up Mirror for Vanity Bedroom, Living Room",7.99%,8.00%,B07RPPBNR2,"Amazon Basics Rectangular Wall Mirror 24 x 36 - Standard Trim, White",4.25%,2.28%
Amazon.com,couch,229,B07KN1RPBB,"Lifestyle Solutions HRFKS3BK Grayson Sofa, 78.7 W x 31.5 D x 32.7 H, Black",13.69%,19.64%,B08GX586TD,"Shintenchi Convertible Sectional Sofa Couch, Modern Linen Fabric L-Shaped Couch 3-Seat Sofa Sectional with Reversible Chaise for Small Living Room, Apartment and Small Space (Dark Grey)",6.34%,9.67%,B01LY1WBQN,Novogratz Brittany Sofa Futon - Premium Upholstery and Wooden Legs - Navy Blue,5.54%,9.06%
Amazon.com,nike shoes men,230,B07NMZ5Q5N,Nike Men's Court Vision Low Sneaker,7.44%,5.56%,B085WQZCT5,Nike Men's Running Shoe,5.24%,6.34%,B07JQKM2SP,Nike Men's Air Monarch IV Cross Trainer,4.72%,8.28%
Amazon.com,star trek,231,B09KWMX8G8,Star Trek Into Darkness,7.26%,1.49%,B09KWYS8Q5,Star Trek Into Darkness,6.90%,2.49%,B09TGYZ8VN,Star Trek: Strange New Worlds,6.53%,1.12%
Amazon.com,planner,232,B09MY6GLYQ,"Blue Sky 2022-2023 Academic Year Weekly & Monthly Planner, 8.5 x 11, Flexible Cover, Wirebound, Enterprise (130609-A23)",13.46%,21.24%,B09F37TM4R,"Daily Planner Undated, Asten to Do List Notebook Hourly Schedules Spiral Appointment Planner for Men and Women,PVC Hardcover,Elastic Closure, Inner Pocket 8.3 x 5.8 (Black)",11.24%,10.69%,B09NM6BW15,"Planner 2022-2023 - 2022-2023 Academic Planner, Weekly Monthly Planner with Tabs, July 2022 - June 2023, 6.3 x 8.4, Hardcover with Back Pocket + Thick Paper + Twin-Wire Binding - Blue-Green Gilding",5.31%,7.47%
Amazon.com,wigs,233,B09SW61DXF,Long Wavy Wigs for Women Black Highlighted Wig Body Wave Synthetic Lace Wig 28inch Black Wig with Blonde Streaks Highlight Wig Heat Resistant Curly Wavy Side Part Wig,3.37%,2.31%,B09DSKP95V,"Yuzhou Grace Deep Wave Lace Front Wigs Human Hair 13x4 Lace Frontal Curly Wigs for Black Women Wet and Wavy HD Lace Front Wigs Human Hair Pre Plucked with Baby Hair Natural Hairline 150 Density(20inch, 13x4 deep wave wig)",3.20%,3.02%,B09M81W6YN,Brown Wig for Women Long Curly Wig Natural Brunette Wigs Middle Part Heat Resistant Synthetic 26 Inch Wig,3.09%,2.85%
Amazon.com,bathing suit for women,234,B0B7BL1F3W,Tempt Me Women Two Piece Vintage Swimsuit Retro Halter Ruched High Waist Bikini with Bottom,2.08%,1.67%,B082PNCS7M,SUUKSESS Women Wrap Bikini Set Push Up High Waisted 2 Piece Swimsuits,1.55%,1.19%,B08RHVJ3Q8,Tempt Me Women's Vintage Swimsuits Olive Green Retro Halter Ruched High Waist Bikini with Bottom M,1.34%,2.32%
Amazon.com,lamp,235,B0845YNBWN,"Simple Designs LT2066-GDW Down to the Wire Fabric Shade Table Lamp, Pack of 1, Gold/White",8.86%,8.39%,B087CDBKCH,"Bedside Lamp with USB Port - Touch Control Table Lamp for Bedroom Wood 3 Way Dimmable Nightstand Lamp with Round Flaxen Fabric Shade for Living Room, Dorm, Home Office (LED Bulb Included)",8.52%,12.09%,B01MFC2O83,"Simple Designs Home LF2000-BLK Mother-Daughter Floor Lamp with Reading Light, 71 x 20.47 x 11.35 inches, Black",7.45%,8.88%
Amazon.com,black dresses for women,236,B09N977JKZ,Aloodor Dresses for Women V Neck Puff Sleeve Cocktail Dress Sexy Black XL,2.35%,3.41%,B08QHDRK5L,Ezbelle Women's Off The Shoulder Short Sleeve Ribbed Casual Party Bodycon Midi Dress,2.22%,1.92%,B07C3D1BQZ,GRACE KARIN Women's 50s Vintage Pencil Dress Cap Sleeve Wiggle Dress CL7597,1.82%,0.96%
